po_id,sku_id,supplier_id,po_date,is_weekend_po,quantity_ordered,total_value_inr,expected_delivery_date,actual_delivery_date,delivered_on_time,days_late,quantity_delivered,quality_status,payment_status
PO-003942,SKU-00480,SUP-0111,2024-05-15,0,163,1592358.47,2024-05-31,2024-05-29,1,0,152,Fully Rejected,Paid
PO-003943,SKU-00336,SUP-0060,2024-08-24,1,2383,1798032.1,2024-09-08,2024-09-11,0,3,2340,Accepted,Paid
PO-003944,SKU-00297,SUP-0002,2023-05-23,0,117,47056.42,2023-06-02,2023-06-03,0,1,107,Accepted,Paid
PO-003945,SKU-00056,SUP-0119,2023-06-22,0,41,53428.92,2023-07-05,2023-07-03,1,0,40,Accepted,Paid
PO-003946,SKU-00316,SUP-0076,2023-09-30,1,1840,1181953.55,2023-10-10,2023-10-12,0,2,1792,Accepted,Paid
PO-003947,SKU-00200,SUP-0027,2024-09-16,0,67,34629.9,2024-10-06,2024-10-04,1,0,61,Accepted,Paid
PO-003948,SKU-00338,SUP-0042,2024-06-01,1,149,115070.4,2024-06-17,2024-06-21,0,4,147,Accepted,Paid
PO-003949,SKU-00174,SUP-0109,2023-07-17,0,166,614818.95,2023-08-18,2023-08-20,0,2,158,Accepted,Paid
PO-003950,SKU-00136,SUP-0157,2024-05-09,0,79,277002.12,2024-05-24,2024-05-24,1,0,75,Accepted,Overdue
PO-003951,SKU-00373,SUP-0001,2023-10-15,1,1206,642734.32,2023-11-26,2023-12-09,0,13,1113,Accepted,Overdue
PO-003952,SKU-00377,SUP-0102,2023-07-05,0,60,2548.27,2023-07-15,2023-07-15,1,0,57,Accepted,Paid
PO-003953,SKU-00350,SUP-0200,2023-08-16,0,623,222693.18,2023-09-06,2023-09-09,0,3,573,Accepted,Pending
PO-003954,SKU-00473,SUP-0045,2023-09-18,0,30,24614.2,2023-10-06,2023-10-09,0,3,27,Accepted,Paid
PO-003955,SKU-00026,SUP-0030,2024-08-12,0,232,9558402.35,2024-08-20,2024-08-20,1,0,211,Accepted,Paid
PO-003956,SKU-00109,SUP-0083,2023-10-02,0,319,287519.43,2023-10-18,2023-10-18,1,0,296,Accepted,Paid
PO-003957,SKU-00055,SUP-0032,2024-08-13,0,2806,12387057.1,2024-08-25,2024-08-26,0,1,2599,Accepted,Paid
PO-003958,SKU-00211,SUP-0119,2024-06-20,0,3996,11267622.11,2024-07-03,2024-07-01,1,0,3972,Accepted,Pending
PO-003959,SKU-00140,SUP-0127,2024-02-22,0,146,419262.23,2024-02-26,2024-02-25,1,0,135,Accepted,Pending
PO-003960,SKU-00408,SUP-0076,2023-08-08,0,31,1315.7,2023-08-18,2023-08-18,1,0,28,Accepted,Paid
PO-003961,SKU-00316,SUP-0076,2023-11-18,1,758,474480.69,2023-11-28,2023-11-30,0,2,717,Accepted,Paid
PO-003962,SKU-00315,SUP-0103,2024-02-13,0,226,188521.92,2024-03-02,2024-03-03,0,1,207,Accepted,Overdue
PO-003963,SKU-00040,SUP-0019,2024-12-14,1,371,312607.77,2024-12-25,2024-12-28,0,3,364,Accepted,Paid
PO-003964,SKU-00390,SUP-0044,2024-01-02,0,485,22578158.77,2024-01-24,2024-01-27,0,3,483,Accepted,Paid
PO-003965,SKU-00164,SUP-0050,2024-02-24,1,348,5381641.49,2024-04-08,2024-04-20,0,12,338,Accepted,Paid
PO-003966,SKU-00173,SUP-0103,2023-07-31,0,1054,3348164.64,2023-08-18,2023-08-19,0,1,1043,Accepted,Paid
PO-003967,SKU-00244,SUP-0034,2024-10-26,1,103,2122.55,2024-11-08,2024-11-11,0,3,95,Accepted,Pending
PO-003968,SKU-00252,SUP-0070,2024-02-29,0,106,5089634.28,2024-04-12,2024-04-10,1,0,105,Accepted,Paid
PO-003969,SKU-00471,SUP-0182,2024-04-14,1,59,436506.96,2024-04-25,2024-04-28,0,3,53,Accepted,Paid
PO-003970,SKU-00095,SUP-0060,2023-03-21,0,87,78630.59,2023-04-05,2023-04-03,1,0,84,Accepted,Paid
PO-003971,SKU-00032,SUP-0021,2024-11-16,1,23,17070.55,2024-11-25,2024-11-27,0,2,22,Accepted,Pending
PO-003972,SKU-00243,SUP-0027,2024-12-15,1,182,661815.2,2025-01-04,2025-01-07,0,3,181,Partially Rejected,Paid
PO-003973,SKU-00183,SUP-0098,2024-01-01,0,611,1643966.42,2024-02-03,2024-02-04,0,1,587,Accepted,Overdue
PO-003974,SKU-00407,SUP-0107,2024-06-08,1,885,1204225.13,2024-06-20,2024-06-22,0,2,809,Accepted,Pending
PO-003975,SKU-00382,SUP-0178,2023-08-19,1,428,133635.48,2023-08-31,2023-09-02,0,2,402,Accepted,Paid
PO-003976,SKU-00241,SUP-0055,2024-05-10,0,3714,111159847.79,2024-05-31,2024-05-29,1,0,3612,Accepted,Pending
PO-003977,SKU-00344,SUP-0065,2024-04-21,1,522,1721390.56,2024-05-07,2024-05-11,0,4,473,Accepted,Paid
PO-003978,SKU-00140,SUP-0127,2023-10-08,1,196,536836.8,2023-10-12,2023-10-13,0,1,191,Accepted,Paid
PO-003979,SKU-00193,SUP-0179,2024-09-10,0,3725,245106.01,2024-09-18,2024-09-18,1,0,3662,Accepted,Paid
PO-003980,SKU-00413,SUP-0098,2023-04-01,1,308,12798451.09,2023-05-04,2023-05-14,0,10,284,Fully Rejected,Paid
PO-003981,SKU-00398,SUP-0042,2023-03-30,0,60,214113.48,2023-04-15,2023-04-13,1,0,56,Accepted,Paid
PO-003982,SKU-00336,SUP-0060,2023-12-03,1,298,225929.36,2023-12-18,2023-12-22,0,4,295,Accepted,Paid
PO-003983,SKU-00201,SUP-0075,2024-04-22,0,286,1053861.63,2024-05-21,2024-05-17,1,0,276,Accepted,Pending
PO-003984,SKU-00451,SUP-0008,2024-06-18,0,72,1990868.65,2024-06-26,2024-06-25,1,0,68,Accepted,Paid
PO-003985,SKU-00098,SUP-0174,2023-07-04,0,549,2926957.19,2023-08-02,2023-08-04,0,2,506,Accepted,Paid
PO-003986,SKU-00273,SUP-0047,2024-10-08,0,87,969.3,2024-10-12,2024-10-12,1,0,86,Accepted,Paid
PO-003987,SKU-00294,SUP-0171,2023-07-13,0,2278,793543.71,2023-08-26,2023-08-19,1,0,2083,Accepted,Paid
PO-003988,SKU-00439,SUP-0169,2023-11-02,0,1943,425067.97,2023-12-11,2023-12-14,0,3,1777,Accepted,Paid
PO-003989,SKU-00448,SUP-0098,2024-03-14,0,662,168790.44,2024-04-16,2024-04-17,0,1,623,Accepted,Pending
PO-003990,SKU-00493,SUP-0015,2024-02-14,0,325,181579.6,2024-03-11,2024-03-10,1,0,322,Accepted,Paid
PO-003991,SKU-00358,SUP-0010,2024-08-12,0,67,13717.54,2024-08-27,2024-08-27,1,0,65,Accepted,Paid
PO-003992,SKU-00399,SUP-0197,2023-12-25,0,80,21775.44,2024-01-04,2024-01-05,0,1,77,Accepted,Overdue
PO-003993,SKU-00499,SUP-0197,2023-08-22,0,175,14765.95,2023-09-01,2023-09-01,1,0,167,Accepted,Overdue
PO-003994,SKU-00441,SUP-0192,2023-05-02,0,890,723972.77,2023-05-30,2023-06-03,0,4,885,Accepted,Paid
PO-003995,SKU-00319,SUP-0048,2024-05-10,0,84,82279.53,2024-06-05,2024-06-03,1,0,75,Accepted,Pending
PO-003996,SKU-00429,SUP-0191,2024-04-26,0,823,54552.47,2024-05-08,2024-05-06,1,0,814,Accepted,Paid
PO-003997,SKU-00008,SUP-0046,2023-04-07,0,567,1257027.63,2023-04-16,2023-04-15,1,0,534,Accepted,Paid
PO-003998,SKU-00093,SUP-0113,2023-01-10,0,34,28601.34,2023-02-16,2023-02-18,0,2,31,Accepted,Pending
PO-003999,SKU-00024,SUP-0031,2023-08-18,0,291,10626.35,2023-09-04,2023-09-01,1,0,273,Accepted,Paid
PO-004000,SKU-00277,SUP-0019,2024-01-18,0,1404,3485765.23,2024-01-29,2024-01-27,1,0,1323,Fully Rejected,Pending
PO-004001,SKU-00307,SUP-0022,2023-10-31,0,69,2080810.68,2023-11-25,2023-11-24,1,0,63,Accepted,Paid
PO-004002,SKU-00434,SUP-0148,2024-07-29,0,1802,991726.96,2024-08-10,2024-08-08,1,0,1756,Accepted,Paid
PO-004003,SKU-00099,SUP-0042,2023-05-06,1,23,111265.16,2023-05-22,2023-05-25,0,3,20,Accepted,Paid
PO-004004,SKU-00365,SUP-0155,2024-08-23,0,451,6142759.94,2024-08-31,2024-08-30,1,0,413,Accepted,Paid
PO-004005,SKU-00285,SUP-0020,2023-02-15,0,1352,23617.57,2023-03-21,2023-03-26,0,5,1268,Accepted,Paid
PO-004006,SKU-00192,SUP-0079,2023-09-23,1,161,966298.8,2023-10-17,2023-10-23,0,6,145,Accepted,Paid
PO-004007,SKU-00126,SUP-0117,2023-06-22,0,2167,3995120.64,2023-07-08,2023-07-10,0,2,2054,Accepted,Paid
PO-004008,SKU-00098,SUP-0174,2023-06-11,1,240,1238569.12,2023-07-10,2023-07-18,0,8,219,Accepted,Paid
PO-004009,SKU-00311,SUP-0111,2024-07-22,0,313,433125.86,2024-08-07,2024-08-06,1,0,289,Accepted,Paid
PO-004010,SKU-00048,SUP-0170,2024-01-10,0,383,447348.42,2024-01-24,2024-01-23,1,0,372,Accepted,Pending
PO-004011,SKU-00227,SUP-0031,2024-07-22,0,123,476032.31,2024-08-08,2024-08-05,1,0,118,Accepted,Paid
PO-004012,SKU-00359,SUP-0041,2024-03-16,1,69,9815.27,2024-03-26,2024-03-28,0,2,68,Accepted,Paid
PO-004013,SKU-00056,SUP-0119,2023-08-06,1,67,88960.87,2023-08-19,2023-08-23,0,4,65,Accepted,Paid
PO-004014,SKU-00183,SUP-0098,2023-10-08,1,2295,6596451.79,2023-11-10,2023-11-18,0,8,2252,Accepted,Paid
PO-004015,SKU-00305,SUP-0155,2024-02-17,1,652,2193017.92,2024-02-25,2024-02-27,0,2,643,Accepted,Paid
PO-004016,SKU-00323,SUP-0065,2023-10-15,1,75,186796.69,2023-10-31,2023-11-03,0,3,68,Accepted,Paid
PO-004017,SKU-00046,SUP-0133,2024-09-13,0,849,26993.26,2024-09-24,2024-09-24,1,0,764,Accepted,Paid
PO-004018,SKU-00222,SUP-0019,2023-03-27,0,2203,94034391.79,2023-04-07,2023-04-06,1,0,2082,Accepted,Paid
PO-004019,SKU-00005,SUP-0146,2024-08-03,1,2232,104264045.85,2024-08-25,2024-08-30,0,5,2211,Accepted,Paid
PO-004020,SKU-00255,SUP-0045,2024-04-15,0,2693,50474.92,2024-05-03,2024-05-05,0,2,2451,Accepted,Paid
PO-004021,SKU-00262,SUP-0110,2023-04-14,0,58,138258.11,2023-04-27,2023-04-27,1,0,53,Accepted,Overdue
PO-004022,SKU-00311,SUP-0111,2023-02-27,0,243,339142.04,2023-03-15,2023-03-14,1,0,220,Accepted,Paid
PO-004023,SKU-00077,SUP-0164,2023-04-22,1,952,73603.7,2023-06-02,2023-06-09,0,7,932,Accepted,Paid
PO-004024,SKU-00112,SUP-0167,2023-03-14,0,231,890364.65,2023-04-07,2023-04-04,1,0,221,Accepted,Paid
PO-004025,SKU-00305,SUP-0155,2023-09-10,1,2268,7232955.35,2023-09-18,2023-09-20,0,2,2177,Accepted,Pending
PO-004026,SKU-00430,SUP-0100,2024-10-09,0,4553,12140690.1,2024-11-10,2024-11-15,0,5,4393,Accepted,Pending
PO-004027,SKU-00411,SUP-0023,2024-06-10,0,27,32533.12,2024-06-29,2024-06-29,1,0,25,Accepted,Paid
PO-004028,SKU-00226,SUP-0082,2023-08-31,0,40,116842.85,2023-09-12,2023-09-13,0,1,39,Accepted,Pending
PO-004029,SKU-00203,SUP-0162,2023-04-12,0,450,32741.37,2023-04-29,2023-04-29,1,0,427,Accepted,Paid
PO-004030,SKU-00390,SUP-0044,2023-01-09,0,68,3245013.44,2023-01-31,2023-01-29,1,0,67,Accepted,Pending
PO-004031,SKU-00036,SUP-0170,2023-06-24,1,60,375196.86,2023-07-08,2023-07-12,0,4,59,Accepted,Paid
PO-004032,SKU-00137,SUP-0097,2024-01-16,0,2033,2865551.74,2024-02-26,2024-02-22,1,0,1999,Accepted,Paid
PO-004033,SKU-00492,SUP-0092,2024-10-20,1,210,9891826.4,2024-11-08,2024-11-13,0,5,196,Accepted,Paid
PO-004034,SKU-00239,SUP-0055,2024-11-22,0,329,151859.77,2024-12-13,2024-12-11,1,0,309,Accepted,Paid
PO-004035,SKU-00184,SUP-0108,2024-01-03,0,917,5259132.29,2024-01-08,2024-01-09,0,1,888,Accepted,Paid
PO-004036,SKU-00121,SUP-0146,2023-08-29,0,87,1452113.79,2023-09-20,2023-09-22,0,2,81,Accepted,Paid
PO-004037,SKU-00118,SUP-0109,2023-02-18,1,407,5280759.29,2023-03-22,2023-03-30,0,8,388,Partially Rejected,Pending
PO-004038,SKU-00082,SUP-0152,2023-10-16,0,3113,29891434.35,2023-11-13,2023-11-11,1,0,2803,Accepted,Pending
PO-004039,SKU-00367,SUP-0178,2024-02-15,0,222,409713.73,2024-02-27,2024-02-25,1,0,218,Accepted,Paid
PO-004040,SKU-00414,SUP-0144,2023-10-04,0,4145,252816.48,2023-10-28,2023-10-31,0,3,3902,Accepted,Paid
PO-004041,SKU-00073,SUP-0166,2023-05-16,0,210,18461.57,2023-05-30,2023-05-30,1,0,209,Accepted,Paid
PO-004042,SKU-00109,SUP-0083,2023-06-06,0,322,295322.32,2023-06-22,2023-06-22,1,0,290,Accepted,Paid
PO-004043,SKU-00385,SUP-0060,2024-07-15,0,1940,53291266.83,2024-07-30,2024-07-29,1,0,1811,Accepted,Paid
PO-004044,SKU-00042,SUP-0055,2023-12-26,0,387,16644761.43,2024-01-16,2024-01-17,0,1,381,Accepted,Paid
PO-004045,SKU-00393,SUP-0136,2023-05-17,0,61,27777.32,2023-05-26,2023-05-26,1,0,58,Accepted,Paid
PO-004046,SKU-00101,SUP-0066,2023-10-22,1,183,10991.43,2023-11-19,2023-11-26,0,7,181,Accepted,Paid
PO-004047,SKU-00245,SUP-0189,2024-08-18,1,109,194643.29,2024-08-24,2024-08-25,0,1,98,Accepted,Paid
PO-004048,SKU-00295,SUP-0013,2024-10-24,0,1276,1868897.63,2024-11-08,2024-11-09,0,1,1227,Accepted,Paid
PO-004049,SKU-00465,SUP-0146,2024-03-24,1,2295,4855451.73,2024-04-15,2024-04-20,0,5,2258,Accepted,Overdue
PO-004050,SKU-00238,SUP-0087,2024-03-30,1,63,4398.1,2024-04-19,2024-04-24,0,5,61,Accepted,Pending
PO-004051,SKU-00367,SUP-0178,2023-11-21,0,378,689913.79,2023-12-03,2023-12-04,0,1,354,Accepted,Paid
PO-004052,SKU-00495,SUP-0155,2023-04-12,0,559,343331.82,2023-04-20,2023-04-21,0,1,556,Accepted,Paid
PO-004053,SKU-00327,SUP-0110,2024-07-21,1,1422,6082781.22,2024-08-03,2024-08-05,0,2,1385,Accepted,Pending
PO-004054,SKU-00183,SUP-0098,2023-02-07,0,1757,4967159.04,2023-03-12,2023-03-08,1,0,1637,Accepted,Paid
PO-004055,SKU-00139,SUP-0173,2024-11-01,0,107,517878.46,2024-12-01,2024-11-29,1,0,100,Accepted,Paid
PO-004056,SKU-00259,SUP-0088,2023-05-07,1,1185,838225.83,2023-05-19,2023-05-22,0,3,1125,Accepted,Paid
PO-004057,SKU-00304,SUP-0125,2024-07-16,0,81,90065.44,2024-07-28,2024-07-28,1,0,77,Accepted,Paid
PO-004058,SKU-00287,SUP-0023,2024-03-28,0,65,5415.2,2024-04-16,2024-04-18,0,2,64,Accepted,Paid
PO-004059,SKU-00396,SUP-0061,2024-03-13,0,153,3335153.94,2024-04-19,2024-04-25,0,6,147,Accepted,Paid
PO-004060,SKU-00415,SUP-0034,2024-07-17,0,99,42123.71,2024-07-30,2024-07-30,1,0,93,Partially Rejected,Overdue
PO-004061,SKU-00122,SUP-0173,2024-09-06,0,245,2018194.0,2024-10-06,2024-10-04,1,0,242,Accepted,Overdue
PO-004062,SKU-00250,SUP-0066,2024-04-28,1,86,233745.51,2024-05-26,2024-06-03,0,8,77,Accepted,Paid
PO-004063,SKU-00162,SUP-0102,2023-08-01,0,1454,6351489.99,2023-08-11,2023-08-09,1,0,1317,Accepted,Pending
PO-004064,SKU-00264,SUP-0103,2024-09-16,0,61,287052.24,2024-10-04,2024-10-05,0,1,55,Accepted,Paid
PO-004065,SKU-00268,SUP-0142,2024-12-29,1,39,62473.2,2025-01-25,2025-01-29,0,4,38,Accepted,Paid
PO-004066,SKU-00459,SUP-0184,2023-02-10,0,3234,39160738.69,2023-02-17,2023-02-17,1,0,3226,Accepted,Paid
PO-004067,SKU-00456,SUP-0151,2024-10-19,1,3815,234489.68,2024-11-07,2024-11-11,0,4,3763,Accepted,Pending
PO-004068,SKU-00411,SUP-0023,2024-03-04,0,41,49783.13,2024-03-23,2024-03-23,1,0,38,Accepted,Pending
PO-004069,SKU-00017,SUP-0122,2023-01-16,0,39,2671.82,2023-02-08,2023-02-09,0,1,36,Accepted,Paid
PO-004070,SKU-00478,SUP-0193,2023-03-09,0,31,3425.81,2023-03-20,2023-03-21,0,1,30,Accepted,Paid
PO-004071,SKU-00432,SUP-0062,2024-08-06,0,1216,3422072.22,2024-08-21,2024-08-22,0,1,1168,Accepted,Overdue
PO-004072,SKU-00158,SUP-0035,2023-07-22,1,2202,30903625.39,2023-08-19,2023-08-26,0,7,2021,Accepted,Pending
PO-004073,SKU-00243,SUP-0027,2023-12-23,1,123,491957.95,2024-01-12,2024-01-17,0,5,112,Accepted,Pending
PO-004074,SKU-00495,SUP-0155,2023-03-05,1,602,400670.42,2023-03-13,2023-03-14,0,1,557,Fully Rejected,Paid
PO-004075,SKU-00418,SUP-0094,2024-07-30,0,941,4318832.18,2024-08-19,2024-08-19,1,0,934,Accepted,Paid
PO-004076,SKU-00492,SUP-0092,2024-01-13,1,410,19883040.19,2024-02-01,2024-02-04,0,3,394,Accepted,Paid
PO-004077,SKU-00064,SUP-0047,2024-03-26,0,208,399060.13,2024-03-30,2024-03-30,1,0,187,Accepted,Paid
PO-004078,SKU-00179,SUP-0048,2024-01-03,0,164,280377.59,2024-01-29,2024-02-02,0,4,147,Accepted,Pending
PO-004079,SKU-00204,SUP-0152,2024-02-05,0,2252,15107452.46,2024-03-04,2024-03-03,1,0,2154,Accepted,Pending
PO-004080,SKU-00224,SUP-0031,2024-01-18,0,493,3818326.79,2024-02-04,2024-02-02,1,0,455,Accepted,Paid
PO-004081,SKU-00086,SUP-0076,2024-10-12,1,677,17147065.15,2024-10-22,2024-10-24,0,2,620,Accepted,Paid
PO-004082,SKU-00278,SUP-0142,2023-06-10,1,417,31757.91,2023-07-07,2023-07-13,0,6,393,Accepted,Paid
PO-004083,SKU-00158,SUP-0035,2024-03-17,1,676,9585119.23,2024-04-14,2024-04-19,0,5,629,Accepted,Paid
PO-004084,SKU-00134,SUP-0101,2024-05-18,1,1421,65196834.43,2024-06-02,2024-06-05,0,3,1341,Accepted,Paid
PO-004085,SKU-00305,SUP-0155,2024-12-10,0,2268,7908899.83,2024-12-18,2024-12-17,1,0,2260,Accepted,Paid
PO-004086,SKU-00335,SUP-0009,2024-09-14,1,345,9481419.74,2024-10-09,2024-10-13,0,4,331,Accepted,Paid
PO-004087,SKU-00358,SUP-0010,2024-01-26,0,20,3986.21,2024-02-10,2024-02-10,1,0,18,Accepted,Paid
PO-004088,SKU-00088,SUP-0069,2023-10-04,0,677,953680.53,2023-10-09,2023-10-08,1,0,640,Accepted,Paid
PO-004089,SKU-00033,SUP-0080,2024-02-28,0,431,10710146.58,2024-03-21,2024-03-22,0,1,402,Accepted,Overdue
PO-004090,SKU-00114,SUP-0136,2023-06-22,0,2258,5409979.92,2023-07-01,2023-07-02,0,1,2236,Partially Rejected,Paid
PO-004091,SKU-00078,SUP-0037,2024-05-17,0,244,732930.36,2024-06-13,2024-06-12,1,0,229,Accepted,Paid
PO-004092,SKU-00472,SUP-0095,2023-08-08,0,80,83756.97,2023-08-16,2023-08-17,0,1,75,Accepted,Paid
PO-004093,SKU-00381,SUP-0185,2024-10-16,0,392,62055.95,2024-11-06,2024-11-04,1,0,384,Accepted,Paid
PO-004094,SKU-00472,SUP-0095,2023-05-07,1,33,35782.26,2023-05-15,2023-05-17,0,2,32,Accepted,Paid
PO-004095,SKU-00253,SUP-0058,2024-07-18,0,26,116239.9,2024-08-22,2024-08-27,0,5,24,Accepted,Paid
PO-004096,SKU-00015,SUP-0145,2024-04-26,0,27,232114.69,2024-05-03,2024-05-02,1,0,26,Accepted,Pending
PO-004097,SKU-00227,SUP-0031,2023-06-26,0,217,802589.0,2023-07-13,2023-07-14,0,1,200,Accepted,Paid
PO-004098,SKU-00492,SUP-0092,2023-10-30,0,228,10918764.08,2023-11-18,2023-11-19,0,1,208,Accepted,Pending
PO-004099,SKU-00236,SUP-0125,2023-06-28,0,159,1533.75,2023-07-10,2023-07-11,0,1,149,Accepted,Paid
PO-004100,SKU-00198,SUP-0154,2023-06-05,0,345,14900.77,2023-06-14,2023-06-14,1,0,317,Accepted,Pending
PO-004101,SKU-00407,SUP-0107,2024-01-02,0,2264,3073883.66,2024-01-14,2024-01-13,1,0,2207,Accepted,Overdue
PO-004102,SKU-00017,SUP-0122,2024-11-14,0,69,5168.46,2024-12-07,2024-12-09,0,2,66,Accepted,Paid
PO-004103,SKU-00153,SUP-0122,2023-03-28,0,99,1390.88,2023-04-20,2023-04-22,0,2,90,Accepted,Paid
PO-004104,SKU-00251,SUP-0153,2023-03-15,0,1934,5617681.3,2023-03-22,2023-03-21,1,0,1750,Accepted,Paid
PO-004105,SKU-00151,SUP-0067,2024-10-23,0,591,193922.95,2024-11-19,2024-11-20,0,1,540,Accepted,Pending
PO-004106,SKU-00409,SUP-0156,2023-10-27,0,736,100062.45,2023-11-16,2023-11-14,1,0,689,Accepted,Paid
PO-004107,SKU-00414,SUP-0144,2024-11-15,0,643,40958.21,2024-12-09,2024-12-11,0,2,588,Accepted,Paid
PO-004108,SKU-00499,SUP-0197,2023-02-11,1,219,18493.67,2023-02-21,2023-02-23,0,2,208,Accepted,Paid
PO-004109,SKU-00045,SUP-0137,2024-07-04,0,95,73853.73,2024-08-02,2024-08-06,0,4,87,Accepted,Paid
PO-004110,SKU-00369,SUP-0185,2023-08-30,0,105,12307.33,2023-09-20,2023-09-23,0,3,97,Accepted,Paid
PO-004111,SKU-00071,SUP-0043,2024-09-28,1,1441,7363950.99,2024-10-20,2024-10-26,0,6,1410,Accepted,Overdue
PO-004112,SKU-00280,SUP-0123,2024-07-01,0,902,1054622.06,2024-07-11,2024-07-10,1,0,830,Accepted,Paid
PO-004113,SKU-00309,SUP-0012,2023-09-20,0,2156,160920.33,2023-10-06,2023-10-04,1,0,2028,Accepted,Paid
PO-004114,SKU-00401,SUP-0125,2024-12-10,0,207,21947.09,2024-12-22,2024-12-23,0,1,196,Accepted,Paid
PO-004115,SKU-00389,SUP-0156,2024-03-01,0,2962,2999603.64,2024-03-21,2024-03-24,0,3,2936,Accepted,Paid
PO-004116,SKU-00001,SUP-0078,2024-06-25,0,920,63416.33,2024-07-28,2024-07-24,1,0,915,Accepted,Paid
PO-004117,SKU-00481,SUP-0115,2024-10-12,1,366,53073.32,2024-10-23,2024-10-26,0,3,353,Accepted,Paid
PO-004118,SKU-00241,SUP-0055,2024-08-06,0,3631,109364797.29,2024-08-27,2024-08-30,0,3,3342,Accepted,Paid
PO-004119,SKU-00180,SUP-0180,2023-04-06,0,133,7301.02,2023-05-07,2023-05-10,0,3,131,Accepted,Paid
PO-004120,SKU-00133,SUP-0176,2023-06-11,1,1501,6579442.07,2023-06-27,2023-07-02,0,5,1439,Accepted,Overdue
PO-004121,SKU-00227,SUP-0031,2024-09-16,0,244,940133.25,2024-10-03,2024-10-05,0,2,243,Accepted,Pending
PO-004122,SKU-00406,SUP-0085,2024-04-20,1,797,635862.89,2024-05-04,2024-05-08,0,4,791,Accepted,Paid
PO-004123,SKU-00018,SUP-0106,2024-04-29,0,1611,99244.05,2024-05-17,2024-05-17,1,0,1568,Accepted,Pending
PO-004124,SKU-00429,SUP-0191,2023-08-01,0,539,34818.0,2023-08-13,2023-08-13,1,0,523,Accepted,Paid
PO-004125,SKU-00456,SUP-0151,2023-02-17,0,4916,288411.43,2023-03-08,2023-03-06,1,0,4594,Accepted,Paid
PO-004126,SKU-00050,SUP-0086,2024-06-16,1,65,3756.48,2024-07-10,2024-07-14,0,4,64,Accepted,Paid
PO-004127,SKU-00088,SUP-0069,2024-11-02,1,243,352414.72,2024-11-07,2024-11-08,0,1,234,Accepted,Paid
PO-004128,SKU-00377,SUP-0102,2023-11-16,0,69,2912.8,2023-11-26,2023-11-25,1,0,65,Accepted,Paid
PO-004129,SKU-00193,SUP-0179,2024-04-19,0,2183,142794.84,2024-04-27,2024-04-27,1,0,1992,Accepted,Overdue
PO-004130,SKU-00248,SUP-0071,2023-07-08,1,851,3300897.52,2023-07-15,2023-07-17,0,2,788,Accepted,Paid
PO-004131,SKU-00472,SUP-0095,2023-10-30,0,13,13982.37,2023-11-07,2023-11-08,0,1,12,Accepted,Paid
PO-004132,SKU-00439,SUP-0169,2024-07-01,0,1447,333196.27,2024-08-09,2024-08-04,1,0,1441,Partially Rejected,Paid
PO-004133,SKU-00432,SUP-0062,2024-09-20,0,2131,5982433.73,2024-10-05,2024-10-05,1,0,1936,Accepted,Paid
PO-004134,SKU-00078,SUP-0037,2023-02-24,0,310,961589.78,2023-03-23,2023-03-20,1,0,309,Accepted,Pending
PO-004135,SKU-00232,SUP-0047,2024-09-28,1,90,227524.85,2024-10-02,2024-10-03,0,1,82,Accepted,Paid
PO-004136,SKU-00086,SUP-0076,2023-10-09,0,507,12277607.93,2023-10-19,2023-10-19,1,0,504,Accepted,Paid
PO-004137,SKU-00425,SUP-0028,2023-02-24,0,458,2060694.31,2023-03-21,2023-03-21,1,0,437,Accepted,Paid
PO-004138,SKU-00304,SUP-0125,2023-01-21,1,49,55356.16,2023-02-02,2023-02-04,0,2,48,Accepted,Paid
PO-004139,SKU-00444,SUP-0176,2024-03-03,1,567,1555280.8,2024-03-19,2024-03-24,0,5,545,Accepted,Pending
PO-004140,SKU-00167,SUP-0068,2023-05-22,0,306,29064.82,2023-06-04,2023-06-03,1,0,284,Accepted,Paid
PO-004141,SKU-00117,SUP-0023,2023-10-31,0,439,17463944.99,2023-11-19,2023-11-20,0,1,402,Accepted,Overdue
PO-004142,SKU-00053,SUP-0159,2023-03-13,0,243,8153560.48,2023-03-21,2023-03-21,1,0,219,Accepted,Paid
PO-004143,SKU-00076,SUP-0034,2023-06-21,0,33,1514.38,2023-07-04,2023-07-03,1,0,30,Accepted,Paid
PO-004144,SKU-00378,SUP-0045,2023-05-22,0,30,37933.86,2023-06-09,2023-06-09,1,0,27,Accepted,Paid
PO-004145,SKU-00073,SUP-0166,2024-01-10,0,58,5249.03,2024-01-24,2024-01-26,0,2,55,Accepted,Paid
PO-004146,SKU-00454,SUP-0160,2024-05-14,0,1228,3007026.37,2024-05-28,2024-05-26,1,0,1180,Accepted,Paid
PO-004147,SKU-00434,SUP-0148,2024-09-19,0,1097,643649.77,2024-10-01,2024-09-30,1,0,994,Accepted,Paid
PO-004148,SKU-00094,SUP-0144,2024-05-07,0,250,1946600.71,2024-05-31,2024-06-03,0,3,232,Accepted,Paid
PO-004149,SKU-00265,SUP-0190,2023-12-26,0,76,3388.38,2024-01-07,2024-01-08,0,1,69,Accepted,Overdue
PO-004150,SKU-00499,SUP-0197,2023-10-09,0,156,14210.44,2023-10-19,2023-10-19,1,0,154,Accepted,Pending
PO-004151,SKU-00492,SUP-0092,2024-01-17,0,208,10479742.24,2024-02-05,2024-02-03,1,0,197,Accepted,Paid
